,CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
2111494,CERTIFIED,lead programmer/analyst,Y,69742.0,2013.0,new jersey
2952169,CERTIFIED,computer systems analyst,Y,58365.0,2011.0,california
258178,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
2804492,DENIED,computer programmer analyst,Y,68848.0,2011.0,connecticut
858396,CERTIFIED,software engineer,Y,127520.0,2015.0,california
1032797,CERTIFIED,software engineer,Y,69347.0,2015.0,pennsylvania
1663351,DENIED,programmer analyst,Y,60000.0,2014.0,michigan
2706943,CERTIFIED,programmer analyst,Y,50440.0,2011.0,georgia
2213232,CERTIFIED-WITHDRAWN,software engineer,Y,66997.0,2013.0,kentucky
1518521,CERTIFIED,programmer analyst,Y,56680.0,2014.0,texas
1215062,CERTIFIED,computer software engineer,Y,74402.0,2015.0,massachusetts
1631914,CERTIFIED,computer programmer-senior .net developer,Y,61734.0,2014.0,texas
223543,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
999591,CERTIFIED,software engineer,Y,49400.0,2015.0,illinois
2582982,CERTIFIED,computer programmer,Y,55869.0,2012.0,california
820594,CERTIFIED,software engineer ii,Y,73923.0,2015.0,california
1265853,CERTIFIED,"computer occupations, all other",Y,43014.0,2015.0,california
773290,CERTIFIED,programmer analyst,Y,75046.0,2015.0,california
1425828,CERTIFIED,computer scientist,N,82742.4,2014.0,california
1006117,CERTIFIED,programmer analyst,Y,32157.0,2015.0,new york
2313573,CERTIFIED,software engineer,Y,65416.0,2012.0,minnesota
370758,CERTIFIED,software developer,Y,87818.0,2016.0,california
2816250,WITHDRAWN,computer programmer,Y,45136.0,2011.0,minnesota
1985403,CERTIFIED,programmer analyst,Y,37898.0,2013.0,florida
748772,CERTIFIED,software engineer,Y,67870.0,2015.0,california
2716567,CERTIFIED-WITHDRAWN,computer programmer,Y,42515.0,2011.0,florida
2260651,CERTIFIED,software engineer,Y,73362.0,2012.0,delaware
1463056,CERTIFIED,computer systems analyst,N,62441.6,2014.0,new jersey
807298,CERTIFIED,software engineer,Y,99423.0,2015.0,california
239317,CERTIFIED,computer programmer,N,58053.0,2016.0,new york
903651,CERTIFIED,mr/pet software engineering manager,Y,92186.0,2015.0,wisconsin
2746377,CERTIFIED,programmer analyst,Y,61235.0,2011.0,virginia
2226248,CERTIFIED,programmer analyst,Y,56680.0,2013.0,texas
2428153,CERTIFIED,computer programmer,Y,63294.0,2012.0,pennsylvania
773818,CERTIFIED,programmer analyst,Y,71614.0,2015.0,virginia
2438348,CERTIFIED,"computer software engineer, systems software",Y,69618.0,2012.0,new jersey
232522,WITHDRAWN,programmer analyst,N,51730.0,2016.0,new jersey
1771323,CERTIFIED,computer programmer,Y,53040.0,2014.0,maryland
1878101,CERTIFIED,computer specialist/testing and quality analyst 2,Y,60798.0,2013.0,new jersey
2283789,CERTIFIED,programmer analyst,Y,58906.0,2012.0,new jersey
2407938,CERTIFIED,programmer analyst,Y,68515.0,2012.0,texas
928947,CERTIFIED,software engineer,Y,49400.0,2015.0,illinois
2654799,CERTIFIED,software engineer,Y,83990.0,2011.0,new jersey
2420047,CERTIFIED,computer programmer,Y,49358.0,2012.0,texas
1560243,CERTIFIED,programmer analyst,Y,60403.0,2014.0,new jersey
255133,CERTIFIED,programmer analyst,N,59738.0,2016.0,colorado
178783,CERTIFIED,computer systems analyst,Y,73965.0,2016.0,tennessee
1231492,DENIED,senior software engineer,Y,87027.0,2015.0,illinois
2204410,CERTIFIED,computer programmer,Y,65666.0,2013.0,minnesota
2219240,CERTIFIED,programmer / analyst,Y,45282.0,2013.0,texas
217035,CERTIFIED,computer programmer,N,42390.0,2016.0,florida
2703640,CERTIFIED,computer programmer analyst,Y,50440.0,2011.0,georgia
1189685,CERTIFIED,software engineer,Y,79622.0,2015.0,michigan
1871545,CERTIFIED,software engineer,Y,84802.0,2013.0,california
2483952,CERTIFIED,senior etl software engineer,Y,74277.0,2012.0,north carolina
1964994,CERTIFIED,computer systems analyst,Y,71282.0,2013.0,illinois
206096,CERTIFIED,computer programmer,N,67600.0,2016.0,north carolina
1813043,CERTIFIED,software developer,Y,109138.0,2013.0,california
2004352,CERTIFIED,programmer analyst,Y,62733.0,2013.0,california
232928,CERTIFIED,programmer analyst,N,63690.0,2016.0,texas
937380,CERTIFIED,programmer analyst,Y,48110.0,2015.0,texas
2878758,CERTIFIED,programmer analyst,Y,51210.0,2011.0,florida
695099,CERTIFIED,programmer analyst,Y,51605.0,2015.0,texas
1447056,CERTIFIED,programmer analyst,Y,60000.0,2014.0,oregon
823291,CERTIFIED,senior programmer analyst,Y,62046.4,2015.0,texas
1994915,CERTIFIED,programmer analyst,Y,47174.0,2013.0,illinois
2991659,CERTIFIED,computer programmer,Y,69742.0,2011.0,washington
161837,CERTIFIED,computer systems analyst 3,Y,94349.0,2016.0,california
2942656,CERTIFIED,computer programmer,Y,43098.0,2011.0,connecticut
239742,CERTIFIED,programmer analyst,N,45011.0,2016.0,texas
281088,CERTIFIED,programmer analyst,N,56638.0,2016.0,new jersey
2278553,CERTIFIED,software developer,Y,79934.0,2012.0,california
2151833,CERTIFIED,computer programmer,Y,40914.0,2013.0,connecticut
1567943,CERTIFIED,programmer / analyst,Y,59363.0,2014.0,new jersey
2817410,CERTIFIED,programmer analyst,Y,46883.2,2011.0,california
680363,CERTIFIED,computer programmer,Y,49774.0,2015.0,illinois
2015472,CERTIFIED,programmer analyst,Y,60736.0,2013.0,new jersey
1977934,CERTIFIED,computer programmers,Y,54870.0,2013.0,new york
891297,CERTIFIED,computer programmer,Y,45011.0,2015.0,michigan
2214420,CERTIFIED,research software developer,Y,79620.0,2013.0,california
1511635,WITHDRAWN,computer programmer,Y,45282.0,2014.0,texas
1320638,CERTIFIED,programmer analyst,Y,87422.0,2014.0,virginia
240076,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
1969851,CERTIFIED,computer programmer,Y,49754.0,2013.0,georgia
202326,CERTIFIED,programmer analyst,N,32677.0,2016.0,new york
2377663,CERTIFIED,senior software engineer,Y,107009.0,2012.0,california
187582,CERTIFIED,programmer analyst,N,61880.0,2016.0,washington
2272427,CERTIFIED,programmer analysts,Y,61963.0,2012.0,california
1471997,CERTIFIED,software developer,Y,93267.0,2014.0,california
1384564,CERTIFIED,computer syystems analyst,Y,60362.0,2014.0,new york
1824457,CERTIFIED-WITHDRAWN,programmer analyst,Y,55245.0,2013.0,new jersey
2196598,CERTIFIED,analyst programmer,Y,63107.0,2013.0,georgia
273925,CERTIFIED,programmer analyst,Y,71906.0,2016.0,missouri
734264,CERTIFIED,programmer analyst - ii,Y,73923.0,2015.0,new jersey
1069504,CERTIFIED,software engineer,Y,100006.0,2015.0,california
395732,CERTIFIED,software engineer,Y,70678.0,2016.0,massachusetts
855893,CERTIFIED,software engineer,Y,88254.0,2015.0,california
1380143,CERTIFIED,software developer,Y,105934.0,2014.0,north carolina
812083,CERTIFIED,programmer analyst - ii,Y,65832.0,2015.0,utah
1650262,CERTIFIED,computer programmer,Y,66082.0,2014.0,texas
1453531,CERTIFIED,computer programmer,Y,71510.0,2014.0,new jersey
951506,CERTIFIED,computer programmers,Y,49774.0,2015.0,illinois
1071490,CERTIFIED,programmer analyst,Y,58000.0,2015.0,michigan
399140,CERTIFIED,staff software engineer,Y,91541.0,2016.0,illinois
1639676,CERTIFIED,sas programmer/ data analyst,Y,43846.0,2014.0,virginia
2683980,CERTIFIED,senior software engineer,Y,105988.0,2011.0,california
2991789,DENIED,programmer analyst,Y,51314.0,2011.0,delaware
2032791,CERTIFIED,programmer analyst,Y,53747.0,2013.0,virginia
2531697,CERTIFIED,software engineer,Y,73674.0,2012.0,new jersey
2479916,CERTIFIED,computer programmer,Y,70554.0,2012.0,new jersey
1432725,CERTIFIED,computer systems analyst,Y,62504.0,2014.0,california
1745287,CERTIFIED,programmer analyst,Y,75546.0,2014.0,california
1942833,CERTIFIED,software engineer (development),Y,59488.0,2013.0,arizona
1690626,WITHDRAWN,senior software developer,Y,55245.0,2014.0,california
2084171,CERTIFIED,software developer,Y,71594.0,2013.0,new hampshire
1207048,CERTIFIED,programmer analyst,Y,69805.0,2015.0,california
2553616,CERTIFIED,computer systems analysts,Y,56534.0,2012.0,wisconsin
684325,CERTIFIED,programmer analyst,Y,55370.0,2015.0,georgia
114386,CERTIFIED,computer system analyst,N,51979.0,2016.0,michigan
2531050,CERTIFIED,jr. software engineer,Y,62338.0,2012.0,connecticut
2510270,CERTIFIED,programmer analyst/support,Y,51646.0,2012.0,massachusetts
2772029,CERTIFIED,compliance tester (software engineer),Y,53747.0,2011.0,arizona
2753528,CERTIFIED,programmer analyst,Y,63752.0,2011.0,georgia
248049,CERTIFIED,computer programmer analyst,N,52832.0,2016.0,california
928201,CERTIFIED,programmer analyst,Y,66602.0,2015.0,pennsylvania
412322,CERTIFIED,programmer/developer,N,68536.0,2016.0,illinois
285644,CERTIFIED-WITHDRAWN,"software developer, applications",N,61422.0,2016.0,new jersey
2521356,CERTIFIED,programmer analyst - i,Y,59030.0,2012.0,new jersey
1950335,CERTIFIED,computer systems analysts,Y,55162.0,2013.0,florida
483500,CERTIFIED,programmer analyst,N,58698.0,2016.0,new jersey
2527129,CERTIFIED,programmer analyst,Y,54766.0,2012.0,georgia
2097799,CERTIFIED,software engineer,Y,56763.0,2013.0,pennsylvania
1225232,CERTIFIED,sr. iam software engineer,Y,83741.0,2015.0,new jersey
1222923,CERTIFIED,software developer,Y,47445.0,2015.0,kentucky
2634732,CERTIFIED,computer programmer,Y,47549.0,2012.0,minnesota
1595315,CERTIFIED,computer programmer,Y,79498.0,2014.0,california
664431,CERTIFIED-WITHDRAWN,programmer analyst,Y,67579.0,2015.0,massachusetts
412110,CERTIFIED,programmer/developer,Y,79394.0,2016.0,georgia
1818516,CERTIFIED-WITHDRAWN,computer systems engineer (senior principal consul,Y,65125.0,2013.0,new jersey
2243234,CERTIFIED,programmer analyst,Y,60174.0,2012.0,virginia
1461955,CERTIFIED,programmer analyst,Y,52770.0,2014.0,new jersey
1022760,CERTIFIED,software developer,Y,65957.0,2015.0,minnesota
2734766,CERTIFIED,programmer analyst,N,61089.6,2011.0,kentucky
490201,CERTIFIED,software engineer,Y,70533.0,2016.0,alabama
249778,CERTIFIED,senior programmer analyst,N,60570.0,2016.0,illinois
1268481,WITHDRAWN,senior software engineer,Y,105643.0,2014.0,california
1202886,CERTIFIED,programmer analyst (peoplesoft financial tester),Y,60549.0,2015.0,virginia
865456,CERTIFIED,computer programmer,Y,57325.0,2015.0,wisconsin
211514,CERTIFIED,programmer analyst,N,56410.0,2016.0,texas
416573,CERTIFIED,programmer/developer,N,68536.0,2016.0,illinois
1222467,CERTIFIED,senior software developer,Y,75338.0,2015.0,georgia
2207534,CERTIFIED,programmer analyst,Y,67558.0,2013.0,virginia
1192244,CERTIFIED,test analyst/programmer analyst,Y,62234.0,2015.0,minnesota
1327111,CERTIFIED,programmer analyst,Y,64334.0,2014.0,pennsylvania
1308781,CERTIFIED,software developer,Y,63274.0,2014.0,new jersey
226194,CERTIFIED,programmer analyst,N,60466.0,2016.0,california
2771089,CERTIFIED,architect (software engineer),Y,84586.0,2011.0,california
292299,CERTIFIED,software engineer,Y,84635.0,2016.0,delaware
2027837,CERTIFIED,computer systems analyst,Y,57075.0,2013.0,texas
1009892,CERTIFIED,programmer analyst,Y,55162.0,2015.0,illinois
300545,CERTIFIED,software engineer,Y,127908.0,2016.0,california
2554297,CERTIFIED,"software developer, systems software",Y,65200.0,2012.0,california
1619085,CERTIFIED,staff software engineer,Y,84906.0,2014.0,pennsylvania
1788071,CERTIFIED,programmer analyst,Y,70949.0,2013.0,california
2277470,CERTIFIED,software engineer & tester,Y,56826.0,2012.0,connecticut
271211,CERTIFIED,application programmer,Y,77563.0,2016.0,georgia
2806786,CERTIFIED,programmer analyst,Y,67413.0,2011.0,california
2997800,CERTIFIED,software engineer (software developer 2),Y,64800.0,2011.0,california
340329,CERTIFIED,software developer,N,63773.0,2016.0,alabama
90379,WITHDRAWN,programmer analyst,N,59842.0,2016.0,california
2573374,CERTIFIED,software engineer,Y,76690.0,2012.0,california
488750,CERTIFIED,computer specialist/system support and development admin 2,Y,74006.0,2016.0,pennsylvania
2587008,CERTIFIED,programmer analyst,Y,44158.0,2012.0,nevada
1738160,CERTIFIED,software engineer,Y,90418.0,2014.0,california
919550,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
2847613,CERTIFIED,software engineer,Y,55203.0,2011.0,wisconsin
1456818,CERTIFIED,programmer analyst,Y,79498.0,2014.0,california
1227601,CERTIFIED,software developer,Y,65042.0,2015.0,texas
2017209,CERTIFIED,programmer analyst,Y,56555.0,2013.0,illinois
1678976,CERTIFIED,scientific programmer,Y,59717.0,2014.0,california
1590884,CERTIFIED,computer programmer,Y,68557.0,2014.0,new jersey
248694,CERTIFIED,programmer/analyst,N,58053.0,2016.0,new jersey
2694876,CERTIFIED,computer programmer,Y,43451.0,2011.0,new york
871409,CERTIFIED,software engineer,Y,99423.0,2015.0,california
1398740,CERTIFIED,computer systems analyst 2,Y,60486.0,2014.0,arkansas
92322,CERTIFIED,programmer/analyst,N,61172.8,2016.0,north carolina
263020,CERTIFIED,computer programmer,N,47944.0,2016.0,texas
1223873,CERTIFIED,app programmer/developer,Y,81681.6,2015.0,michigan
2579576,CERTIFIED,programmer/analyst,Y,51210.0,2012.0,ohio
1027455,CERTIFIED,computer programmer,Y,75546.0,2015.0,california
207576,CERTIFIED,programmer analyst,Y,78458.0,2016.0,maryland
1356496,CERTIFIED,programmer analyst,Y,84115.0,2014.0,california
655712,CERTIFIED-WITHDRAWN,computer systems engineer,Y,66581.0,2015.0,ohio
365261,CERTIFIED,senior software engineer,Y,101088.0,2016.0,washington
2562693,CERTIFIED,software engineer (applications developer 4),Y,122200.0,2012.0,california
2646948,CERTIFIED,software developer,Y,61173.0,2011.0,massachusetts
1217170,CERTIFIED,programmer analyst,Y,56451.0,2015.0,indiana
2203707,CERTIFIED,software engineer,Y,68598.0,2013.0,minnesota
1702438,CERTIFIED,computer systems analyst,Y,63086.0,2014.0,new jersey
2522548,CERTIFIED,software engineer,Y,84016.0,2012.0,california
243941,CERTIFIED,programmer analyst,N,42390.0,2016.0,florida
181386,CERTIFIED,programmer analyst /sr. application engineer,N,62587.0,2016.0,oregon
686865,CERTIFIED,software engineer,Y,62525.0,2015.0,pennsylvania
1123879,CERTIFIED,lead software engineer,Y,89669.0,2015.0,virginia
776708,CERTIFIED,programmer analyst,Y,56347.0,2015.0,illinois
2249376,CERTIFIED,computer programmer,Y,64938.0,2012.0,new york
2379010,CERTIFIED-WITHDRAWN,software engineer,Y,42681.6,2012.0,oklahoma
309863,CERTIFIED,software developer,N,57325.0,2016.0,georgia
2181735,CERTIFIED,"associate officer, senior programmer",Y,77626.0,2013.0,new york
1237595,CERTIFIED,programmer analyst,Y,59717.0,2015.0,pennsylvania
693982,CERTIFIED,software developer,Y,126422.0,2015.0,new jersey
2010655,CERTIFIED,software developer,Y,50336.0,2013.0,texas
329696,CERTIFIED,backend engineer,Y,72010.0,2016.0,new york
365784,CERTIFIED,senior software developer,Y,111114.0,2016.0,new york
1740919,WITHDRAWN,principal software engineer (developer),Y,114837.0,2014.0,california
299621,CERTIFIED,senior programmer analyst,Y,97843.0,2016.0,nevada
945967,CERTIFIED,programmer analyst level 1,Y,60000.0,2015.0,texas
687527,CERTIFIED,programmer analyst,Y,56347.0,2015.0,illinois
2983187,CERTIFIED,computer programmer,Y,64813.0,2011.0,california
2685536,CERTIFIED,software engineer,Y,54350.0,2011.0,north carolina
464520,CERTIFIED,computer specialist/testing and quality analyst 3,Y,82576.0,2016.0,new jersey
1336745,CERTIFIED,computer systems engineer,Y,66414.0,2014.0,florida
687356,CERTIFIED,sr.programmer analyst,Y,88130.0,2015.0,new jersey
2506335,CERTIFIED,programmer analyst,Y,46550.0,2012.0,florida
990093,CERTIFIED,programmer analyst,Y,50294.0,2015.0,california
310296,CERTIFIED,software engineer,N,56181.0,2016.0,pennsylvania
2942391,CERTIFIED,programmer analyst,Y,50523.0,2011.0,north carolina
1970210,CERTIFIED,software engineer,Y,58718.0,2013.0,texas
1158830,CERTIFIED,software developer,Y,74776.0,2015.0,north carolina
343017,CERTIFIED,sr programmer analyst,N,65042.0,2016.0,texas
1965244,CERTIFIED,computer programmer analyst,Y,56930.0,2013.0,north carolina
1553792,CERTIFIED,programmer analyst,Y,49670.0,2014.0,illinois
201469,CERTIFIED,sr. software developer,N,52520.0,2016.0,arkansas
212170,CERTIFIED,application programmer,Y,73923.0,2016.0,new jersey
2528272,CERTIFIED,software engineer,Y,99653.0,2012.0,california
2267468,WITHDRAWN,software engineer,Y,69763.0,2012.0,texas
1193130,CERTIFIED,computer systems analyst,Y,81266.0,2015.0,new jersey
1824947,CERTIFIED,senior software engineer (im presence team),Y,107432.0,2013.0,arizona
2737417,CERTIFIED,senior software developer,Y,101088.0,2011.0,new york
1537282,CERTIFIED,programmer analyst,Y,57346.0,2014.0,texas
1623174,CERTIFIED,staff software engineer,Y,134534.0,2014.0,california
111962,CERTIFIED,computer systems analyst 2,Y,78811.0,2016.0,new jersey
342374,CERTIFIED,"software developer, applications",Y,71510.0,2016.0,california
2573035,CERTIFIED,programmer analyst,Y,58968.0,2012.0,connecticut
1296022,CERTIFIED,software engineer lead,Y,88982.0,2014.0,missouri
266812,CERTIFIED,software engineer,N,68682.0,2016.0,california
1173468,CERTIFIED,senior software developer,Y,68931.0,2015.0,illinois
1402820,CERTIFIED,software engineer,Y,98675.0,2014.0,california
2931465,CERTIFIED,programmer analyst,Y,49358.4,2011.0,texas
1977208,CERTIFIED,programmer analyst,Y,61526.0,2013.0,delaware
388153,WITHDRAWN,sr. software engineer,N,68390.0,2016.0,massachusetts
224351,CERTIFIED,computer programmer/developer,N,47902.0,2016.0,california
220353,CERTIFIED,computer programmer,N,63690.0,2016.0,texas
355925,CERTIFIED,software developer,N,50856.0,2016.0,illinois
1548944,CERTIFIED,computer systems engineer/architect,Y,62566.0,2014.0,new york
2776962,CERTIFIED,software engineer,Y,98530.0,2011.0,california
2930969,CERTIFIED,computer programmer,Y,69742.0,2011.0,washington
2923062,CERTIFIED,programmer analyst,Y,65541.0,2011.0,california
371549,CERTIFIED,senior software developer,Y,90230.4,2016.0,florida
134526,CERTIFIED,programmer analyst,N,58677.0,2016.0,arizona
1441064,CERTIFIED,programmer,Y,61734.0,2014.0,texas
1397964,CERTIFIED,computer programmer,Y,77043.0,2014.0,florida
1541434,CERTIFIED,sr. software engineer c#,Y,121160.0,2014.0,massachusetts
973821,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
2048952,CERTIFIED,computer programmer/configurer 2,Y,80766.0,2013.0,california
1168547,CERTIFIED,software engineer,Y,73923.0,2015.0,california
784117,CERTIFIED,computer programmer,Y,63981.0,2015.0,texas
2345149,CERTIFIED,programmer analyst,Y,67413.0,2012.0,virginia
1349632,CERTIFIED,computer software engineer,Y,68598.0,2014.0,minnesota
2987559,CERTIFIED,programmer analyst,Y,58906.0,2011.0,new jersey
1739278,CERTIFIED,computer systems engineer/architect,Y,94598.0,2014.0,california
1833346,CERTIFIED,computer programmer,Y,63898.0,2013.0,georgia
1214491,CERTIFIED,computer programmer,Y,73424.0,2015.0,california
808322,CERTIFIED,software engineer,Y,99423.0,2015.0,california
220947,CERTIFIED,programmer  analyst,N,51730.0,2016.0,new jersey
2652247,CERTIFIED,computer programmer,Y,63024.0,2011.0,michigan
2565075,CERTIFIED,programmer analyst,Y,62837.0,2012.0,colorado
2790315,CERTIFIED,computer systems analyst,Y,75629.0,2011.0,california
179294,CERTIFIED,programmer analyst,Y,73570.0,2016.0,arizona
2817952,CERTIFIED-WITHDRAWN,computer programmer,Y,50752.0,2011.0,new york
321254,CERTIFIED,cloud software developer,Y,90230.0,2016.0,california
187789,CERTIFIED,programmer analyst,Y,96013.0,2016.0,california
720547,CERTIFIED,sr. programmer analyst,Y,65416.0,2015.0,minnesota
1714362,CERTIFIED,sr. software developer,Y,53331.0,2014.0,michigan
1674677,CERTIFIED-WITHDRAWN,computer programmer,Y,64085.0,2014.0,illinois
980117,CERTIFIED,software engineer - java front end technologies,Y,64418.0,2015.0,texas
2961738,CERTIFIED,computer systems analyst,Y,63107.0,2011.0,california
2455703,CERTIFIED,senior software developer,Y,101629.0,2012.0,new york
1246605,CERTIFIED,programmer analyst,Y,62566.0,2015.0,florida
1378814,CERTIFIED,programmer analyst,Y,60278.0,2014.0,ohio
259680,CERTIFIED-WITHDRAWN,computer programmer analyst,Y,74714.0,2016.0,new jersey
338283,CERTIFIED,"software engineer, tools and infrastructure",Y,119637.0,2016.0,california
2241848,CERTIFIED,computer programmer,Y,62462.0,2012.0,georgia
1713293,CERTIFIED,programmer analyst,Y,65021.0,2014.0,california
795438,CERTIFIED,software developer,Y,62421.0,2015.0,ohio
2467622,CERTIFIED,programmer analyst,Y,65541.0,2012.0,california
1447101,CERTIFIED,computer systems analysts,Y,78686.0,2014.0,texas
477880,CERTIFIED,computer software engineer,N,43014.0,2016.0,california
271019,CERTIFIED,computer programmer,Y,73424.0,2016.0,california
2697515,CERTIFIED,programmer analyst professional,Y,72176.0,2011.0,california
1292680,CERTIFIED,programmer analyst,Y,60000.0,2014.0,new jersey
2322542,CERTIFIED,spanish and business computer information system t,Y,35040.0,2012.0,texas
2053895,CERTIFIED,sr. programmer analyst,Y,54142.0,2013.0,florida
1159423,CERTIFIED,computer programmer,Y,73923.0,2015.0,new york
139061,CERTIFIED,programmer analyst,N,60029.0,2016.0,california
2339227,CERTIFIED,senior software engineer,Y,90106.0,2012.0,minnesota
492844,CERTIFIED,computer specialist/system support and development admin 2,N,68245.0,2016.0,virginia
1079422,CERTIFIED,software developer/java developer,Y,72093.0,2015.0,maryland
1676463,CERTIFIED,programmer analyst,Y,47341.0,2014.0,florida
2125659,CERTIFIED,senior software engineer,Y,80441.0,2013.0,massachusetts
931752,CERTIFIED,computer programmer analyst,Y,55370.0,2015.0,georgia
2088115,CERTIFIED,computer programmer analyst,Y,72592.0,2013.0,colorado
144655,CERTIFIED,programmer analyst,N,42453.0,2016.0,south carolina
362454,CERTIFIED,software engineer,Y,98342.0,2016.0,california
412403,CERTIFIED-WITHDRAWN,software engineer,Y,117730.0,2016.0,california
1076321,CERTIFIED,programmer analyst,Y,74381.0,2015.0,new jersey
288329,CERTIFIED,sr. programmer analyst,Y,76294.4,2016.0,texas
670124,CERTIFIED-WITHDRAWN,programmer analyst,Y,50419.0,2015.0,ohio
2636534,CERTIFIED,computer programmer,Y,63939.0,2012.0,texas
1996813,CERTIFIED,programmer analyst,N,62732.8,2013.0,california
1069509,CERTIFIED,computer programmer,Y,52499.0,2015.0,new jersey
263210,CERTIFIED,programmer analyst,N,58053.0,2016.0,new york
2565168,CERTIFIED,programmer analyst,Y,58302.0,2012.0,massachusetts
819647,CERTIFIED,member of technical staff - software engineer,Y,100545.0,2015.0,california
139426,CERTIFIED,programmer analyst,N,60029.0,2016.0,california
1878847,CERTIFIED,senior software developer,Y,104458.0,2013.0,new york
1587336,CERTIFIED,software developer,Y,90001.6,2014.0,new jersey
199842,CERTIFIED-WITHDRAWN,programmer analyst,N,54246.0,2016.0,colorado
2088174,CERTIFIED,programmer analyst,Y,99653.0,2013.0,california
2140388,CERTIFIED,programmer analyst,Y,64293.0,2013.0,texas
899967,CERTIFIED,senior software engineer,Y,99174.0,2015.0,massachusetts
970398,CERTIFIED,programmer/analyst,Y,67371.0,2015.0,north carolina
713481,CERTIFIED,software developer/systems software,Y,70117.0,2015.0,new york
2722497,CERTIFIED,programmer analyst,Y,62067.0,2011.0,virginia
2445402,CERTIFIED,computer systems analyst 2,Y,69014.0,2012.0,texas
901970,CERTIFIED-WITHDRAWN,computer programmer analyst,Y,50794.0,2015.0,florida
98296,CERTIFIED,computer systems analyst,Y,91166.4,2016.0,michigan
284347,WITHDRAWN,software engineer,Y,72093.0,2016.0,maryland
1247278,CERTIFIED,senior software developer,Y,87027.0,2015.0,illinois
245681,CERTIFIED,programmer analysts,N,50752.0,2016.0,new jersey
734086,CERTIFIED,programmer analyst iii,Y,60154.0,2015.0,new york
884709,CERTIFIED,programmer analyst,Y,65083.0,2015.0,new jersey
233709,CERTIFIED,programmer analyst,N,58053.0,2016.0,new york
779558,CERTIFIED,programmer analyst,Y,59280.0,2015.0,pennsylvania
2116883,DENIED,computer systems analyst (senior consultant),Y,76011.0,2013.0,new jersey
2811369,CERTIFIED-WITHDRAWN,programmer analyst,Y,68474.0,2011.0,texas
386312,CERTIFIED,software engineer 2,Y,70304.0,2016.0,michigan
2606179,CERTIFIED,programmer analyst,Y,45531.0,2012.0,utah
1983518,CERTIFIED,computer programmer,Y,57741.0,2013.0,florida
321868,CERTIFIED,software engineer,N,63877.0,2016.0,new jersey
1261258,CERTIFIED,software engineer,Y,152776.0,2015.0,california
2395659,CERTIFIED-WITHDRAWN,computer systems analyst,Y,51834.0,2012.0,iowa
2865197,CERTIFIED,programmer analyst,Y,52416.0,2011.0,new york
1737281,CERTIFIED,programmer,Y,65416.0,2014.0,minnesota
1899215,CERTIFIED,software developer,Y,55390.0,2013.0,nevada
1909981,CERTIFIED,software engineer,Y,78936.0,2013.0,texas
2066266,CERTIFIED,senior programmer analyst,Y,92206.0,2013.0,new jersey
768868,CERTIFIED,programmer analyst,Y,46925.0,2015.0,kansas
2258293,CERTIFIED,computer systems analysts,Y,62691.0,2012.0,california
2447044,CERTIFIED,programmer analyst,Y,60237.0,2012.0,illinois
1703039,CERTIFIED,computer programmer/configurer 2,Y,97115.0,2014.0,washington
1989184,CERTIFIED,computer systems analyst 2,Y,59259.0,2013.0,illinois
775356,CERTIFIED,computer programmer,Y,91000.0,2015.0,new jersey
2333989,CERTIFIED-WITHDRAWN,computer programmer,Y,50752.0,2012.0,new jersey
1540980,CERTIFIED,computer systems analyst,Y,57824.0,2014.0,michigan
1742159,CERTIFIED,programmer analyst,Y,87194.0,2014.0,virginia
1567428,CERTIFIED,programmer analyst,Y,50315.0,2014.0,michigan
319167,CERTIFIED,software engineer,Y,88565.0,2016.0,new york
2314455,CERTIFIED,programmer analyst,Y,61526.0,2012.0,new jersey
2978853,CERTIFIED,computer programmer,Y,58157.0,2011.0,minnesota
2742070,CERTIFIED,programmer analyst,Y,74000.0,2011.0,california
2528554,CERTIFIED,software engineer,Y,117707.0,2012.0,new york
1498166,CERTIFIED,programmer analyst,Y,67142.0,2014.0,massachusetts
2517749,CERTIFIED,software engineer,Y,57179.0,2012.0,new jersey
1102847,CERTIFIED,programmer analyst,Y,60278.0,2015.0,florida
391025,CERTIFIED,software engineer,Y,70304.0,2016.0,michigan
283547,CERTIFIED-WITHDRAWN,"principal, software engineering",Y,113428.0,2016.0,california
2881066,CERTIFIED,computer programmer,Y,49670.0,2011.0,california
2064821,CERTIFIED,programmer analyst,Y,45074.0,2013.0,ohio
2563066,CERTIFIED,software engineer,Y,60965.0,2012.0,georgia
1093012,CERTIFIED,software engineer,Y,114400.0,2015.0,california
1767995,CERTIFIED,software engineer,Y,93267.0,2014.0,minnesota
1064410,CERTIFIED,computer programmer/configurer 2,Y,56347.0,2015.0,illinois
479413,CERTIFIED,computer programmer,Y,73860.8,2016.0,oregon
1696983,CERTIFIED,senior lamp software engineer,Y,77147.0,2014.0,alabama
218486,CERTIFIED,computer programmer,N,58406.0,2016.0,ohio
350152,CERTIFIED,software engineer,Y,120349.0,2016.0,california
310626,CERTIFIED,software developer,N,57325.0,2016.0,georgia
2104885,CERTIFIED-WITHDRAWN,programmer analyst,Y,70000.0,2013.0,michigan
